content_id,subject,sentiment_value,sentiment_word
BxtTSEmRsLWMFvI5,舒适性,-0.06628115,
cWPZhVkyJmlqIxpK,舒适性,-0.00039680512,
7CHjv8VgkXozbhEa,舒适性,0.039303668,
x3cetT4bV1iw5EDR,舒适性,-0.058905464,
Evg7IudDBGn42btA,舒适性,-0.07850336,
iqfN9xbm4kestrQn,舒适性,0.16163228,
oWMCgrBjRVFU0mKN,舒适性,0.042183235,
gC1Viv9aXJSpjnRU,舒适性,0.10961119,
esnKxNyH6YRCvplI,舒适性,0.08574449,
XJRznHOEuCaLZ3Vy,舒适性,-0.021020947,
NvQXnEqaGgiZcRzh,舒适性,0.07824107,
RP7kyNVaSbjedXzn,舒适性,0.25434726,
2P7XFg6CqrktpmTo,舒适性,-0.12893982,
RBY2ermiwKvUZu3J,舒适性,0.096125625,
bxH8MZCi09LpoRNQ,舒适性,0.017741283,
dbY6SqBE9UiItGka,舒适性,0.04143222,
GSkEx7rjYUKCvPB0,舒适性,0.017740479,
2mpYHKbezMT4aRD1,舒适性,-0.07157766,
zQ9gsJmFyPX64YMA,舒适性,0.1287678,
9dEcZPq2Vb0rfupR,舒适性,0.20093852,
kP3rhzZJTtsldbUR,舒适性,0.0093683805,
aR76ShpmzdBZiFt9,舒适性,0.076547936,
gEiv0n4qTj1MPUuF,舒适性,-0.07577964,
5lFRLkuUODQ6wJES,舒适性,0.040761862,
JgOyYlvReIxEoCGU,舒适性,-0.057291076,
vZJH7btSIYN6jkXC,舒适性,0.115120314,
FjfwQc9OmzDuVA0p,舒适性,0.16688998,
NvnHL1P70qZxFfbr,舒适性,-0.098196276,
PIa7mWRdnD4Y1SAt,舒适性,0.076862365,
JUISr7g514Y8VEoj,舒适性,0.1230771,
yC3afKYxGScuBvmE,舒适性,0.105506144,
23dl14boAyWkLuOr,舒适性,0.13293013,
wutzFdCyRmBVZUPf,舒适性,0.064228155,
nEV4Xq8QmFIWDsSf,舒适性,0.14299399,
XdaQmi2cAYqHENIx,舒适性,0.095070295,
sa0dj6BixK8QJOpb,舒适性,-0.07600949,
plOukMgewSH5dDXU,舒适性,-0.011966677,
C3XZHxoPsjNYBdun,舒适性,0.10613712,
zDwITtMRVu10sqey,舒适性,0.01146592,
wpEQ0ZFLoJtVBiN5,舒适性,0.038018968,
tNGBT56AL3kcJy1g,舒适性,0.0340573,
HmYrcn0IFNevJ7kK,舒适性,-0.15722777,
juCpqT3UcFW1o06G,舒适性,0.061075926,
qi9FRgkn70yJhV8d,舒适性,0.24535888,
NjgqTBvlH68mWId2,舒适性,0.00045821606,
FnxNHYEG7VKrLpjO,舒适性,0.10998442,
FolwpA0yfQLrZEiH,舒适性,0.07523934,
C0iG5Nud48OmX2Pk,舒适性,0.010039708,
DamKXCFiZHT37BGO,舒适性,0.18225257,
RjfU4HnaO0KSzlpC,舒适性,0.2536779,
E3NbgOkJ9tlinSDp,舒适性,0.19246851,
C1jK43ImNPsUTYuf,舒适性,0.034588758,
m4Ps7aIlUHdNQ96D,舒适性,-0.11022218,
WaPyGLwQE0izcMd1,舒适性,0.024673438,
uHMWwOS43IQ0fK96,舒适性,-0.012596486,
FHdO4pZhf95D8bzi,舒适性,0.20554952,
T6UWGk0OZmbgE9xL,舒适性,0.054658074,
gn3HYMKi4GkDQT0U,舒适性,-0.03584956,
QLfuikY4NcvKZjW6,舒适性,0.01580975,
9OS84ZmRFWL6nu17,舒适性,0.083720684,
pgfSJHQPcouasvLX,舒适性,-0.049596854,
i8yeJ1PhSDWQntf6,舒适性,-0.011258794,
u6GAPLMJ0Z17jpcK,舒适性,0.10981163,
iPvq0uXhLj4zp6V1,舒适性,0.100406416,
6veUACrcbaDWgSPq,舒适性,0.19388355,
wIhbC0s3jmGKW8at,舒适性,0.14634515,
2WAtqCpk3EHsYNLG,舒适性,0.02937307,
qSoKXCQmPf6v3aEA,舒适性,-0.013404911,
FZmN0vrUKYuVsDtl,舒适性,0.025999812,
LaG0oqHdbXiuc567,舒适性,0.02427469,
CTatqAVoBvLW4GbM,舒适性,0.25272515,
Lxkirv1mpWqPR4SD,舒适性,0.11107394,
Ia2LrtOkdXybueES,舒适性,0.12600671,
MvTeRyIP3bDq89Za,舒适性,0.18242611,
ECRjsnbiIY74PpDO,舒适性,0.06707377,
5vIQZ276cW9nhlUs,舒适性,0.18827678,
AzyW4NBUETH7vbgP,舒适性,0.068273194,
YzigLBmP9naDrOkd,舒适性,0.31187743,
MLKIN0SUHq5v8zYW,舒适性,0.19818881,
gt9voj04c3eQlOHs,舒适性,0.020934818,
wDxEtaUH3zLoPAI2,舒适性,-0.13649909,
OBd3i7fxTRQSL81h,舒适性,0.012102736,
cD9s48BbWiwykgU3,舒适性,-0.07632222,
4IONEgTitCLGye9Z,舒适性,0.058189083,
OSwysxEp1KTU4ZGV,舒适性,0.050545905,
KY8LH4SCnWqD5d7j,舒适性,0.061143015,
meNdXs32PROBrfkH,舒适性,0.0988437,
k05bFn6OEedjq9vH,舒适性,0.13349636,
YUkilVqunSyWdFAJ,舒适性,0.15164326,
nmldu0FiyIZS9Tj3,舒适性,0.17802678,
Evce8rR6PZIXdsyF,舒适性,0.066160284,
JQacu8hBCoZjdsPX,舒适性,0.1429293,
o5G7A3ZwMImPHbnL,舒适性,-0.06538111,
xjSBDmyXaifbcCKA,舒适性,0.122529216,
WL6HsMEi3kNXjbwQ,舒适性,-0.06498158,
6hfTwBpMCeHUqbux,舒适性,0.07593432,
dXJM8HgpAFsGOnWU,舒适性,0.035477716,
87qamroLVRjO2T5B,舒适性,0.0054740887,
Yry8UHfBKa0jsEJD,舒适性,0.0674893,
FVsOCzBcxbwJh2T8,舒适性,-0.0736442,
mjA8z56SRBw1nhp7,舒适性,0.08939003,
aERCNQcw9WPjtSTb,舒适性,0.093963034,
zOgYypuoj3DnHqdK,舒适性,0.1310374,
7el5K1ChiVGLaDyJ,舒适性,0.3756732,
kb4dKYRZEAnFToIQ,舒适性,0.039550494,
iVy9LYUc8HeQ0sdF,舒适性,0.0043397527,
UAecLQb5yPFEoSuj,舒适性,0.051243037,
yYc8UX9WwPen0FbI,舒适性,-0.066192605,
6BaeLJtDuKXYQgb7,舒适性,0.00906009,
wB1jPZH8753R4lJk,舒适性,0.020999676,
p9uHKcz3FYlBmieC,舒适性,0.23650004,
fRC3VjrYoL2OFZNz,舒适性,0.21486361,
X7lts6RbF4eO2LhN,舒适性,0.21156116,
3W9IVfP4BuTlv6Fa,舒适性,0.09490474,
gAvGSLtTWClK360I,舒适性,-0.059518646,
FXbmRq815WQnuSeO,舒适性,0.11545866,
lT1uLWgaswAOUjdk,舒适性,-0.10356747,
JuzNxctnG7QbFKso,舒适性,-0.009927424,
m6FcX2ICDUNGRqnw,舒适性,0.008328496,
9IGP8J5XtxWnjBlo,舒适性,0.111631446,
Sv7PqgH5IRpQst3W,舒适性,0.09163941,
bEKPlxQCA4pcwHNU,舒适性,0.105312295,
KYyblSApEOBWR0eL,舒适性,0.06483094,
faUv4IeOMgAJD7NE,舒适性,-0.018273892,
bj6H0Og3DuUkYyim,舒适性,-0.0010338521,
09hwsk7P5cvaVKXg,舒适性,-0.017997669,
pLKVyHlB9n6Yr4XC,舒适性,0.25712773,
TZORfDtCeIb9KJwE,舒适性,0.06591643,
KAGgiNr3WmDIoyeJ,舒适性,0.07298618,
vD9VeG2iBSbuR4FY,舒适性,-0.1622292,
lZdp0QNELeyfo8Di,舒适性,0.17521755,
FaoyPdLRkElUgb15,舒适性,0.078474976,
KEOIiakFoBJr2dRp,舒适性,0.24664125,
6e4AszdSm1Bwy5MV,舒适性,-0.06478036,
mebpq27hozx0Hv4a,舒适性,0.0072835963,
6yzHFPa2VT09plQj,舒适性,0.077773996,
KvLw6eoZ4FjzdYIN,舒适性,-0.06624325,
O9lkmGTDUgPqoF4i,舒适性,0.011762215,
sentDHB4yQAGR5qd,舒适性,-0.005693348,
9v7qXWnwuIgKDBER,舒适性,0.053667665,
b6KteS4iBquJc0FW,舒适性,0.09725465,
Uin59f1Ar6ELcmZu,舒适性,0.03053957,
MR0mcoHQrWXFqJAU,舒适性,-0.013455229,
QvF7YN3B0UdfjpLT,舒适性,0.075382434,
w587hbgUGyIAJCcF,舒适性,0.20814416,
UPKih1JczNOf3YdR,舒适性,-0.023084426,
qRO9TKYzdVfuFtvw,舒适性,0.07758647,
XVWc7EHDPM3BNhqi,舒适性,0.016202344,
pXrRtj4S6EHLeuGJ,舒适性,-0.009159153,
OoMbuNVpZ6IUhXLC,舒适性,0.08124159,
nu5x4Ke1zQvAWrLw,舒适性,0.019374592,
9ldhWyQnDV3Bpr4J,舒适性,0.118397206,
g0fZRwv1tWXLloUr,舒适性,0.11556131,
g3b9aYo1wISymRn8,舒适性,-0.084525056,
SDzAtskNR2rebiu3,舒适性,-0.027053049,
