,content_id,content,subject,sentiment_value,sentiment_word,char,subject_id
56,zsueijMfUkJVCEXt,说实话，基本上用不上车上导航，用手机更方便！音响效果不用纠结，毕竟不是想成为移动音乐厅。,配置,0,,"['说', '实', '话', '基', '本', '上', '用', '不', '上', '车', '上', '导', '航', '用', '手', '机', '更', '方', '便', '音', '响', '效', '果', '不', '用', '纠', '结', '毕', '竟', '不', '是', '想', '成', '为', '移', '动', '音', '乐', '厅']",4
57,Abigh0pODZ6UyMVa,买车不到半年，导航经常卡死，现在连蓝牙都连不上,配置,-1,卡死,"['买', '车', '不', '到', '半', '年', '导', '航', '经', '常', '卡', '死', '现', '在', '连', '蓝', '牙', '都', '连', '不', '上']",4
58,SuU1GmxPA03sRt47,那个貌似是设置载重胎压用的，也就是载几个人或者是拖拖车的胎压用的，原车有带内置胎压计无奈不显示数值也无适配的独立的显示屏，我加了一个外置的固特异的胎压计（之前老车上拆下的），可以显示数值总感觉安心一点。,配置,0,,"['那', '个', '貌', '似', '是', '设', '置', '载', '重', '胎', '压', '用', '的', '也', '就', '是', '载', '几', '个', '人', '或', '者', '是', '拖', '拖', '车', '的', '胎', '压', '用', '的', '原', '车', '有', '带', '内', '置', '胎', '压', '计', '无', '奈', '不', '显', '示', '数', '值', '也', '无', '适', '配', '的', '独', '立', '的', '显', '示', '屏', '我', '加', '了', '一', '个', '外', '置', '的', '固', '特', '异', '的', '胎', '压', '计', '之', '前', '老', '车', '上', '拆', '下', '的', '可', '以', '显', '示', '数', '值', '总', '感', '觉', '安', '心', '一', '点']",4
59,IF2Abxuj1yzmV7Eq,上下推动，切换中控显示屏，设置显示屏的,配置,0,,"['上', '下', '推', '动', '切', '换', '中', '控', '显', '示', '屏', '设', '置', '显', '示', '屏', '的']",4
60,nCH1RTSBGXU0E3a4,需要DIY：把‘输入接口’焊接到汽车音响线路板的音量电位器的中线接点处和接‘地’点即完成。器材：输入接口一只、屏蔽跳线（普通跳线也可以）；工具：电烙铁、焊锡；,配置,0,,"['需', '要', 'D', 'I', 'Y', '把', '‘', '输', '入', '接', '口', '’', '焊', '接', '到', '汽', '车', '音', '响', '线', '路', '板', '的', '音', '量', '电', '位', '器', '的', '中', '线', '接', '点', '处', '和', '接', '‘', '地', '’', '点', '即', '完', '成', '器', '材', '输', '入', '接', '口', '一', '只', '屏', '蔽', '跳', '线', '普', '通', '跳', '线', '也', '可', '以', '；', '工', '具', '电', '烙', '铁', '焊', '锡', '；']",4
61,6ZvDHFNPk9lMSpK2,已经无法重启了，黑屏了一星期    ,配置,-1,黑屏,"['已', '经', '无', '法', '重', '启', '了', '黑', '屏', '了', '一', '星', '期']",4
62,Vb7usnJkHafBIWFG,显示屏的分辨率惨不忍睹    ,配置,-1,惨不忍睹,"['显', '示', '屏', '的', '分', '辨', '率', '惨', '不', '忍', '睹']",4
63,ZF2XPLNYs41Rhozl,2.5有小彩屏中控，这个值,配置,1,值,"['2', '5', '有', '小', '彩', '屏', '中', '控', '这', '个', '值']",4
64,aNJpOgnXy4o5TVhe,长按电源键可关收音机，短摁关屏幕显示。    ,配置,0,,"['长', '按', '电', '源', '键', '可', '关', '收', '音', '机', '短', '摁', '关', '屏', '幕', '显', '示']",4
65,QZvRJzxCAUIswBrW,兄弟，我也是13款森林人，想换4.3彩屏的CD，请问所有按键都可以用吗？USB支持什么格式的音乐？无损支持吗？    ,配置,0,,"['兄', '弟', '我', '也', '是', '1', '3', '款', '森', '林', '人', '想', '换', '4', '3', '彩', '屏', '的', 'C', 'D', '请', '问', '所', '有', '按', '键', '都', '可', '以', '用', '吗', 'U', 'S', 'B', '支', '持', '什', '么', '格', '式', '的', '音', '乐', '无', '损', '支', '持', '吗']",4
66,QvJn3XNr0FSjzZ5s,这玩意我从来没看过，真鸡肋，有倒车影像这个基本没用,配置,-1,鸡肋,"['这', '玩', '意', '我', '从', '来', '没', '看', '过', '真', '鸡', '肋', '有', '倒', '车', '影', '像', '这', '个', '基', '本', '没', '用']",4
67,OkMGCaSE1xD4rujm,我觉得360全景没必要。在外面改的效果也一般。装两个前雷达就可以了。,配置,0,,"['我', '觉', '得', '3', '6', '0', '全', '景', '没', '必', '要', '在', '外', '面', '改', '的', '效', '果', '也', '一', '般', '装', '两', '个', '前', '雷', '达', '就', '可', '以', '了']",4
68,XgO0ixdBwTn6IsF4,昨天看了傲虎ES的官方视频，发现比一般的雷达ACC牛逼很多。。如果能加就好了！！,配置,0,,"['昨', '天', '看', '了', '傲', '虎', 'E', 'S', '的', '官', '方', '视', '频', '发', '现', '比', '一', '般', '的', '雷', '达', 'A', 'C', 'C', '牛', '逼', '很', '多', '如', '果', '能', '加', '就', '好', '了']",4
69,DIlCAMSxFYaWGP3z,年前优惠了12000 送了一套前置雷达,价格,0,优惠,"['年', '前', '优', '惠', '了', '1', '2', '0', '0', '0', '送', '了', '一', '套', '前', '置', '雷', '达']",5
70,V6FHl7vEXCOBcUGa,石桥这款轮胎是进口的，我记得途虎网上面有，但是有可能要提前预定的。我觉得森林人这款车有条件可以配二套轮胎，日常使用就用石桥的原配胎，走长途自驾马牌ccc系列不错。,配置,0,,"['石', '桥', '这', '款', '轮', '胎', '是', '进', '口', '的', '我', '记', '得', '途', '虎', '网', '上', '面', '有', '但', '是', '有', '可', '能', '要', '提', '前', '预', '定', '的', '我', '觉', '得', '森', '林', '人', '这', '款', '车', '有', '条', '件', '可', '以', '配', '二', '套', '轮', '胎', '日', '常', '使', '用', '就', '用', '石', '桥', '的', '原', '配', '胎', '走', '长', '途', '自', '驾', '马', '牌', 'c', 'c', 'c', '系', '列', '不', '错']",4
71,FsAOim03dS2rBV9G,轮胎型号太多，挑选真是个折磨人的事。,操控,0,,"['轮', '胎', '型', '号', '太', '多', '挑', '选', '真', '是', '个', '折', '磨', '人', '的', '事']",9
72,k8oZIm9PRGrtsSv2,抗磨性能呢？我现在的胎磨损的那个还没到，主要是老化的厉害，寻思以后轮胎好好养护的，在轮胎不老化的前提下，尽量抗磨点   ,操控,0,,"['抗', '磨', '性', '能', '呢', '我', '现', '在', '的', '胎', '磨', '损', '的', '那', '个', '还', '没', '到', '主', '要', '是', '老', '化', '的', '厉', '害', '寻', '思', '以', '后', '轮', '胎', '好', '好', '养', '护', '的', '在', '轮', '胎', '不', '老', '化', '的', '前', '提', '下', '尽', '量', '抗', '磨', '点']",9
73,IeXnv29Rf3Bm6WKS,换4条静音轮胎才是正道,舒适性,0,静音,"['换', '4', '条', '静', '音', '轮', '胎', '才', '是', '正', '道']",6
74,kPLH5G6jy2Rin1ZE,轮胎调平衡纯属扯蛋。轮胎如有动平衡问题，不换位也要调平衡。如果不存在，怎么换位都无所谓，除非有啃胎现象。,操控,0,平衡,"['轮', '胎', '调', '平', '衡', '纯', '属', '扯', '蛋', '轮', '胎', '如', '有', '动', '平', '衡', '问', '题', '不', '换', '位', '也', '要', '调', '平', '衡', '如', '果', '不', '存', '在', '怎', '么', '换', '位', '都', '无', '所', '谓', '除', '非', '有', '啃', '胎', '现', '象']",9
75,hj6R3giB1q9T0t8Y,有的时候公里数多了平衡块会跑掉的，不过一万做动平衡确实早了。我4万换位做的动平衡有一个轮胎少了。   ,操控,0,平衡,"['有', '的', '时', '候', '公', '里', '数', '多', '了', '平', '衡', '块', '会', '跑', '掉', '的', '不', '过', '一', '万', '做', '动', '平', '衡', '确', '实', '早', '了', '我', '4', '万', '换', '位', '做', '的', '动', '平', '衡', '有', '一', '个', '轮', '胎', '少', '了']",9
76,znvfsaNSU6pb43hW,中控显示怎么连线的？谢谢,配置,0,连线,"['中', '控', '显', '示', '怎', '么', '连', '线', '的', '谢', '谢']",4
77,45uS1g98pkiWRL32,主要难点在于拆中控和方向盘，其它没什么。另外准备几根带针脚的线。游丝用胶布固定一下就好。其它很简单。   ,配置,0,简单,"['主', '要', '难', '点', '在', '于', '拆', '中', '控', '和', '方', '向', '盘', '其', '它', '没', '什', '么', '另', '外', '准', '备', '几', '根', '带', '针', '脚', '的', '线', '游', '丝', '用', '胶', '布', '固', '定', '一', '下', '就', '好', '其', '它', '很', '简', '单']",4
78,rvMT4zSUmHaXEpWn,哈哈，也是好车，不太喜欢它中控   ,配置,1,不太喜欢,"['哈', '哈', '也', '是', '好', '车', '不', '太', '喜', '欢', '它', '中', '控']",4
79,tKU0QLuF34pyxn8V,人家奥迪、JEEP都曾经用过CVT，都换掉了，追求走量、节油的才选，早晚号称全是四驱的森林人要把靠摩擦而不是啮合的减速箱抛弃   ,油耗,0,,"['人', '家', '奥', '迪', 'J', 'E', 'E', 'P', '都', '曾', '经', '用', '过', 'C', 'V', 'T', '都', '换', '掉', '了', '追', '求', '走', '量', '节', '油', '的', '才', '选', '早', '晚', '号', '称', '全', '是', '四', '驱', '的', '森', '林', '人', '要', '把', '靠', '摩', '擦', '而', '不', '是', '啮', '合', '的', '减', '速', '箱', '抛', '弃']",0
80,9xSUq3Ovc4eGTZVy,追求省油的驾驶习惯，一定会加重积炭的产生，从而导致爆震，建议定期使用积炭添加剂！,油耗,0,,"['追', '求', '省', '油', '的', '驾', '驶', '习', '惯', '一', '定', '会', '加', '重', '积', '炭', '的', '产', '生', '从', '而', '导', '致', '爆', '震', '建', '议', '定', '期', '使', '用', '积', '炭', '添', '加', '剂']",0
81,lQNsJe87jMUC2AvV,我看LZ是11.6油耗，还行啊。跑几次高速就下来了。放心吧,油耗,1,还行,"['我', '看', 'L', 'Z', '是', '1', '1', '6', '油', '耗', '还', '行', '啊', '跑', '几', '次', '高', '速', '就', '下', '来', '了', '放', '心', '吧']",0
82,I5VAaUHWlS60mvQL,不会2.0比2.5还费油吧？！我的2.5平均油耗9.6，开了3000多公里，基本是市里跑，北京那么堵车这油耗就很满意了。,油耗,1,满意,"['不', '会', '2', '0', '比', '2', '5', '还', '费', '油', '吧', '我', '的', '2', '5', '平', '均', '油', '耗', '9', '6', '开', '了', '3', '0', '0', '0', '多', '公', '里', '基', '本', '是', '市', '里', '跑', '北', '京', '那', '么', '堵', '车', '这', '油', '耗', '就', '很', '满', '意', '了']",0
83,QhW8lfB4FPYgw7kZ,10年的车 2.5排量的  目前86000KM    市区  10--12个    高速8-9个  油   出保后  一直外面保养 价格 300--500  间,油耗,0,,"['1', '0', '年', '的', '车', '2', '5', '排', '量', '的', '目', '前', '8', '6', '0', '0', '0', 'K', 'M', '市', '区', '1', '0', '-', '-', '1', '2', '个', '高', '速', '8', '-', '9', '个', '油', '出', '保', '后', '一', '直', '外', '面', '保', '养', '价', '格', '3', '0', '0', '-', '-', '5', '0', '0', '间']",0
84,nTGAzi61eUoBlgFb,上下班为主，平均油耗10个点多一点，保养时5000公里保养一次，价格还行,油耗,0,,"['上', '下', '班', '为', '主', '平', '均', '油', '耗', '1', '0', '个', '点', '多', '一', '点', '保', '养', '时', '5', '0', '0', '0', '公', '里', '保', '养', '一', '次', '价', '格', '还', '行']",0
